"Notes"	"States"	"States Code"	"Year"	"Year Code"	"Sex"	"Sex Code"	Count
	"Florida"	"12"	"2017"	"2017"	"Female"	"F"	713
	"Florida"	"12"	"2017"	"2017"	"Male"	"M"	917
	"Florida"	"12"	"2018"	"2018"	"Female"	"F"	786
	"Florida"	"12"	"2018"	"2018"	"Male"	"M"	1028
	"Florida"	"12"	"2019"	"2019"	"Female"	"F"	762
	"Florida"	"12"	"2019"	"2019"	"Male"	"M"	1022
	"Florida"	"12"	"2020"	"2020"	"Female"	"F"	783
	"Florida"	"12"	"2020"	"2020"	"Male"	"M"	992
	"Florida"	"12"	"2021"	"2021"	"Female"	"F"	816
	"Florida"	"12"	"2021"	"2021"	"Male"	"M"	1035
	"Georgia"	"13"	"1999"	"1999"	"Female"	"F"	219
	"Georgia"	"13"	"1999"	"1999"	"Male"	"M"	248
	"Georgia"	"13"	"2000"	"2000"	"Female"	"F"	213
	"Georgia"	"13"	"2000"	"2000"	"Male"	"M"	250
	"Georgia"	"13"	"2001"	"2001"	"Female"	"F"	223
	"Georgia"	"13"	"2001"	"2001"	"Male"	"M"	277
	"Georgia"	"13"	"2002"	"2002"	"Female"	"F"	227
	"Georgia"	"13"	"2002"	"2002"	"Male"	"M"	284
	"Georgia"	"13"	"2003"	"2003"	"Female"	"F"	239
	"Georgia"	"13"	"2003"	"2003"	"Male"	"M"	270
	"Georgia"	"13"	"2004"	"2004"	"Female"	"F"	273
	"Georgia"	"13"	"2004"	"2004"	"Male"	"M"	270
	"Georgia"	"13"	"2005"	"2005"	"Female"	"F"	247
	"Georgia"	"13"	"2005"	"2005"	"Male"	"M"	303
	"Georgia"	"13"	"2006"	"2006"	"Female"	"F"	266
	"Georgia"	"13"	"2006"	"2006"	"Male"	"M"	277
	"Georgia"	"13"	"2007"	"2007"	"Female"	"F"	276
	"Georgia"	"13"	"2007"	"2007"	"Male"	"M"	306
	"Georgia"	"13"	"2008"	"2008"	"Female"	"F"	260
	"Georgia"	"13"	"2008"	"2008"	"Male"	"M"	336
	"Georgia"	"13"	"2009"	"2009"	"Female"	"F"	261
	"Georgia"	"13"	"2009"	"2009"	"Male"	"M"	341
	"Georgia"	"13"	"2010"	"2010"	"Female"	"F"	258
	"Georgia"	"13"	"2010"	"2010"	"Male"	"M"	331
	"Georgia"	"13"	"2011"	"2011"	"Female"	"F"	267
	"Georgia"	"13"	"2011"	"2011"	"Male"	"M"	329
	"Georgia"	"13"	"2012"	"2012"	"Female"	"F"	289
	"Georgia"	"13"	"2012"	"2012"	"Male"	"M"	353
	"Georgia"	"13"	"2013"	"2013"	"Female"	"F"	288
	"Georgia"	"13"	"2013"	"2013"	"Male"	"M"	345
	"Georgia"	"13"	"2014"	"2014"	"Female"	"F"	278
	"Georgia"	"13"	"2014"	"2014"	"Male"	"M"	349
	"Georgia"	"13"	"2015"	"2015"	"Female"	"F"	290
	"Georgia"	"13"	"2015"	"2015"	"Male"	"M"	367
	"Georgia"	"13"	"2016"	"2016"	"Female"	"F"	308
	"Georgia"	"13"	"2016"	"2016"	"Male"	"M"	341
	"Georgia"	"13"	"2017"	"2017"	"Female"	"F"	293
	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	330
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	298
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	350
	"Georgia"	"13"	"2019"	"2019"	"Female"	"F"	298
	"Georgia"	"13"	"2019"	"2019"	"Male"	"M"	377
	"Georgia"	"13"	"2020"	"2020"	"Female"	"F"	321
	"Georgia"	"13"	"2020"	"2020"	"Male"	"M"	369
	"Georgia"	"13"	"2021"	"2021"	"Female"	"F"	333
	"Georgia"	"13"	"2021"	"2021"	"Male"	"M"	338
	"Hawaii"	"15"	"1999"	"1999"	"Female"	"F"	23
	"Hawaii"	"15"	"1999"	"1999"	"Male"	"M"	30
	"Hawaii"	"15"	"2000"	"2000"	"Female"	"F"	30
	"Hawaii"	"15"	"2000"	"2000"	"Male"	"M"	31
	"Hawaii"	"15"	"2001"	"2001"	"Female"	"F"	24
	"Hawaii"	"15"	"2001"	"2001"	"Male"	"M"	44
	"Hawaii"	"15"	"2002"	"2002"	"Female"	"F"	29
	"Hawaii"	"15"	"2002"	"2002"	"Male"	"M"	27
	"Hawaii"	"15"	"2003"	"2003"	"Female"	"F"	22
	"Hawaii"	"15"	"2003"	"2003"	"Male"	"M"	31
	"Hawaii"	"15"	"2004"	"2004"	"Female"	"F"	26
	"Hawaii"	"15"	"2004"	"2004"	"Male"	"M"	30
	"Hawaii"	"15"	"2005"	"2005"	"Female"	"F"	29
	"Hawaii"	"15"	"2005"	"2005"	"Male"	"M"	21
	"Hawaii"	"15"	"2006"	"2006"	"Female"	"F"	27
	"Hawaii"	"15"	"2006"	"2006"	"Male"	"M"	32
	"Hawaii"	"15"	"2007"	"2007"	"Female"	"F"	23
	"Hawaii"	"15"	"2007"	"2007"	"Male"	"M"	34
	"Hawaii"	"15"	"2008"	"2008"	"Female"	"F"	23
	"Hawaii"	"15"	"2008"	"2008"	"Male"	"M"	39
	"Hawaii"	"15"	"2009"	"2009"	"Female"	"F"	25
	"Hawaii"	"15"	"2009"	"2009"	"Male"	"M"	47
	"Hawaii"	"15"	"2010"	"2010"	"Female"	"F"	23
	"Hawaii"	"15"	"2010"	"2010"	"Male"	"M"	37
	"Hawaii"	"15"	"2011"	"2011"	"Female"	"F"	24
	"Hawaii"	"15"	"2011"	"2011"	"Male"	"M"	24
	"Hawaii"	"15"	"2012"	"2012"	"Female"	"F"	39
	"Hawaii"	"15"	"2012"	"2012"	"Male"	"M"	31
	"Hawaii"	"15"	"2013"	"2013"	"Female"	"F"	32
	"Hawaii"	"15"	"2013"	"2013"	"Male"	"M"	40
	"Hawaii"	"15"	"2014"	"2014"	"Female"	"F"	24
	"Hawaii"	"15"	"2014"	"2014"	"Male"	"M"	37
	"Hawaii"	"15"	"2015"	"2015"	"Female"	"F"	30
	"Hawaii"	"15"	"2015"	"2015"	"Male"	"M"	36
	"Hawaii"	"15"	"2016"	"2016"	"Female"	"F"	30
	"Hawaii"	"15"	"2016"	"2016"	"Male"	"M"	43
	"Hawaii"	"15"	"2017"	"2017"	"Female"	"F"	35
	"Hawaii"	"15"	"2017"	"2017"	"Male"	"M"	41
	"Hawaii"	"15"	"2018"	"2018"	"Female"	"F"	25
	"Hawaii"	"15"	"2018"	"2018"	"Male"	"M"	43
	"Hawaii"	"15"	"2019"	"2019"	"Female"	"F"	23
	"Hawaii"	"15"	"2019"	"2019"	"Male"	"M"	38
	"Hawaii"	"15"	"2020"	"2020"	"Female"	"F"	26
	"Hawaii"	"15"	"2020"	"2020"	"Male"	"M"	48
	"Hawaii"	"15"	"2021"	"2021"	"Female"	"F"	21
	"Hawaii"	"15"	"2021"	"2021"	"Male"	"M"	45
	"Idaho"	"16"	"1999"	"1999"	"Female"	"F"	36
	"Idaho"	"16"	"1999"	"1999"	"Male"	"M"	65
	"Idaho"	"16"	"2000"	"2000"	"Female"	"F"	43
	"Idaho"	"16"	"2000"	"2000"	"Male"	"M"	62
	"Idaho"	"16"	"2001"	"2001"	"Female"	"F"	29
	"Idaho"	"16"	"2001"	"2001"	"Male"	"M"	59
	"Idaho"	"16"	"2002"	"2002"	"Female"	"F"	45
	"Idaho"	"16"	"2002"	"2002"	"Male"	"M"	65
	"Idaho"	"16"	"2003"	"2003"	"Female"	"F"	45
	"Idaho"	"16"	"2003"	"2003"	"Male"	"M"	55
	"Idaho"	"16"	"2004"	"2004"	"Female"	"F"	49
	"Idaho"	"16"	"2004"	"2004"	"Male"	"M"	51
	"Idaho"	"16"	"2005"	"2005"	"Female"	"F"	65
	"Idaho"	"16"	"2005"	"2005"	"Male"	"M"	62
	"Idaho"	"16"	"2006"	"2006"	"Female"	"F"	41
	"Idaho"	"16"	"2006"	"2006"	"Male"	"M"	57
	"Idaho"	"16"	"2007"	"2007"	"Female"	"F"	59
	"Idaho"	"16"	"2007"	"2007"	"Male"	"M"	62
	"Idaho"	"16"	"2008"	"2008"	"Female"	"F"	53
	"Idaho"	"16"	"2008"	"2008"	"Male"	"M"	69
	"Idaho"	"16"	"2009"	"2009"	"Female"	"F"	39
	"Idaho"	"16"	"2009"	"2009"	"Male"	"M"	65
	"Idaho"	"16"	"2010"	"2010"	"Female"	"F"	39
	"Idaho"	"16"	"2010"	"2010"	"Male"	"M"	62
	"Idaho"	"16"	"2011"	"2011"	"Female"	"F"	33
	"Idaho"	"16"	"2011"	"2011"	"Male"	"M"	63
	"Idaho"	"16"	"2012"	"2012"	"Female"	"F"	48
	"Idaho"	"16"	"2012"	"2012"	"Male"	"M"	75
	"Idaho"	"16"	"2013"	"2013"	"Female"	"F"	52
	"Idaho"	"16"	"2013"	"2013"	"Male"	"M"	68
	"Idaho"	"16"	"2014"	"2014"	"Female"	"F"	51
	"Idaho"	"16"	"2014"	"2014"	"Male"	"M"	74
	"Idaho"	"16"	"2015"	"2015"	"Female"	"F"	63
	"Idaho"	"16"	"2015"	"2015"	"Male"	"M"	98
	"Idaho"	"16"	"2016"	"2016"	"Female"	"F"	46
	"Idaho"	"16"	"2016"	"2016"	"Male"	"M"	76
	"Idaho"	"16"	"2017"	"2017"	"Female"	"F"	50
	"Idaho"	"16"	"2017"	"2017"	"Male"	"M"	79
	"Idaho"	"16"	"2018"	"2018"	"Female"	"F"	61
	"Idaho"	"16"	"2018"	"2018"	"Male"	"M"	82
	"Idaho"	"16"	"2019"	"2019"	"Female"	"F"	58
	"Idaho"	"16"	"2019"	"2019"	"Male"	"M"	90
	"Idaho"	"16"	"2020"	"2020"	"Female"	"F"	56
	"Idaho"	"16"	"2020"	"2020"	"Male"	"M"	69
	"Idaho"	"16"	"2021"	"2021"	"Female"	"F"	59
	"Idaho"	"16"	"2021"	"2021"	"Male"	"M"	77
	"Illinois"	"17"	"1999"	"1999"	"Female"	"F"	361
	"Illinois"	"17"	"1999"	"1999"	"Male"	"M"	430
	"Illinois"	"17"	"2000"	"2000"	"Female"	"F"	370
	"Illinois"	"17"	"2000"	"2000"	"Male"	"M"	403
	"Illinois"	"17"	"2001"	"2001"	"Female"	"F"	353
	"Illinois"	"17"	"2001"	"2001"	"Male"	"M"	441
	"Illinois"	"17"	"2002"	"2002"	"Female"	"F"	380
	"Illinois"	"17"	"2002"	"2002"	"Male"	"M"	383
	"Illinois"	"17"	"2003"	"2003"	"Female"	"F"	357
	"Illinois"	"17"	"2003"	"2003"	"Male"	"M"	446
	"Illinois"	"17"	"2004"	"2004"	"Female"	"F"	412
	"Illinois"	"17"	"2004"	"2004"	"Male"	"M"	441
	"Illinois"	"17"	"2005"	"2005"	"Female"	"F"	370
	"Illinois"	"17"	"2005"	"2005"	"Male"	"M"	442
	"Illinois"	"17"	"2006"	"2006"	"Female"	"F"	404
	"Illinois"	"17"	"2006"	"2006"	"Male"	"M"	489
	"Illinois"	"17"	"2007"	"2007"	"Female"	"F"	403
	"Illinois"	"17"	"2007"	"2007"	"Male"	"M"	432
	"Illinois"	"17"	"2008"	"2008"	"Female"	"F"	428
	"Illinois"	"17"	"2008"	"2008"	"Male"	"M"	468
	"Illinois"	"17"	"2009"	"2009"	"Female"	"F"	390
	"Illinois"	"17"	"2009"	"2009"	"Male"	"M"	455
	"Illinois"	"17"	"2010"	"2010"	"Female"	"F"	408
	"Illinois"	"17"	"2010"	"2010"	"Male"	"M"	494
	"Illinois"	"17"	"2011"	"2011"	"Female"	"F"	410
	"Illinois"	"17"	"2011"	"2011"	"Male"	"M"	506
	"Illinois"	"17"	"2012"	"2012"	"Female"	"F"	372
	"Illinois"	"17"	"2012"	"2012"	"Male"	"M"	470
	"Illinois"	"17"	"2013"	"2013"	"Female"	"F"	373
	"Illinois"	"17"	"2013"	"2013"	"Male"	"M"	476
	"Illinois"	"17"	"2014"	"2014"	"Female"	"F"	422
	"Illinois"	"17"	"2014"	"2014"	"Male"	"M"	471
	"Illinois"	"17"	"2015"	"2015"	"Female"	"F"	386
	"Illinois"	"17"	"2015"	"2015"	"Male"	"M"	522
	"Illinois"	"17"	"2016"	"2016"	"Female"	"F"	412
	"Illinois"	"17"	"2016"	"2016"	"Male"	"M"	487
	"Illinois"	"17"	"2017"	"2017"	"Female"	"F"	380
	"Illinois"	"17"	"2017"	"2017"	"Male"	"M"	504
	"Illinois"	"17"	"2018"	"2018"	"Female"	"F"	399
	"Illinois"	"17"	"2018"	"2018"	"Male"	"M"	483
	"Illinois"	"17"	"2019"	"2019"	"Female"	"F"	363
	"Illinois"	"17"	"2019"	"2019"	"Male"	"M"	494
	"Illinois"	"17"	"2020"	"2020"	"Female"	"F"	372
	"Illinois"	"17"	"2020"	"2020"	"Male"	"M"	499
	"Illinois"	"17"	"2021"	"2021"	"Female"	"F"	365
	"Illinois"	"17"	"2021"	"2021"	"Male"	"M"	478
	"Indiana"	"18"	"1999"	"1999"	"Female"	"F"	217
	"Indiana"	"18"	"1999"	"1999"	"Male"	"M"	215
	"Indiana"	"18"	"2000"	"2000"	"Female"	"F"	184
	"Indiana"	"18"	"2000"	"2000"	"Male"	"M"	200
	"Indiana"	"18"	"2001"	"2001"	"Female"	"F"	195
	"Indiana"	"18"	"2001"	"2001"	"Male"	"M"	238
	"Indiana"	"18"	"2002"	"2002"	"Female"	"F"	201
	"Indiana"	"18"	"2002"	"2002"	"Male"	"M"	230
	"Indiana"	"18"	"2003"	"2003"	"Female"	"F"	194
	"Indiana"	"18"	"2003"	"2003"	"Male"	"M"	246
	"Indiana"	"18"	"2004"	"2004"	"Female"	"F"	201
	"Indiana"	"18"	"2004"	"2004"	"Male"	"M"	250
	"Indiana"	"18"	"2005"	"2005"	"Female"	"F"	216
	"Indiana"	"18"	"2005"	"2005"	"Male"	"M"	224
	"Indiana"	"18"	"2006"	"2006"	"Female"	"F"	233
	"Indiana"	"18"	"2006"	"2006"	"Male"	"M"	255
	"Indiana"	"18"	"2007"	"2007"	"Female"	"F"	235
	"Indiana"	"18"	"2007"	"2007"	"Male"	"M"	253
	"Indiana"	"18"	"2008"	"2008"	"Female"	"F"	215
	"Indiana"	"18"	"2008"	"2008"	"Male"	"M"	301
	"Indiana"	"18"	"2009"	"2009"	"Female"	"F"	204
	"Indiana"	"18"	"2009"	"2009"	"Male"	"M"	233
	"Indiana"	"18"	"2010"	"2010"	"Female"	"F"	214
	"Indiana"	"18"	"2010"	"2010"	"Male"	"M"	288
	"Indiana"	"18"	"2011"	"2011"	"Female"	"F"	196
	"Indiana"	"18"	"2011"	"2011"	"Male"	"M"	297
	"Indiana"	"18"	"2012"	"2012"	"Female"	"F"	213
	"Indiana"	"18"	"2012"	"2012"	"Male"	"M"	259
	"Indiana"	"18"	"2013"	"2013"	"Female"	"F"	212
	"Indiana"	"18"	"2013"	"2013"	"Male"	"M"	267
	"Indiana"	"18"	"2014"	"2014"	"Female"	"F"	218
	"Indiana"	"18"	"2014"	"2014"	"Male"	"M"	254
	"Indiana"	"18"	"2015"	"2015"	"Female"	"F"	204
	"Indiana"	"18"	"2015"	"2015"	"Male"	"M"	252
	"Indiana"	"18"	"2016"	"2016"	"Female"	"F"	201
	"Indiana"	"18"	"2016"	"2016"	"Male"	"M"	315
	"Indiana"	"18"	"2017"	"2017"	"Female"	"F"	220
	"Indiana"	"18"	"2017"	"2017"	"Male"	"M"	278
	"Indiana"	"18"	"2018"	"2018"	"Female"	"F"	211
	"Indiana"	"18"	"2018"	"2018"	"Male"	"M"	265
	"Indiana"	"18"	"2019"	"2019"	"Female"	"F"	228
	"Indiana"	"18"	"2019"	"2019"	"Male"	"M"	265
	"Indiana"	"18"	"2020"	"2020"	"Female"	"F"	0
	"Indiana"	"18"	"2020"	"2020"	"Male"	"M"	0
	"Indiana"	"18"	"2021"	"2021"	"Female"	"F"	Missing
	"Indiana"	"18"	"2021"	"2021"	"Male"	"M"	Missing
	"Iowa"	"19"	"1999"	"1999"	"Female"	"F"	92
	"Iowa"	"19"	"1999"	"1999"	"Male"	"M"	117
	"Iowa"	"19"	"2000"	"2000"	"Female"	"F"	103
	"Iowa"	"19"	"2000"	"2000"	"Male"	"M"	122
	"Iowa"	"19"	"2001"	"2001"	"Female"	"F"	114
	"Iowa"	"19"	"2001"	"2001"	"Male"	"M"	130
	"Iowa"	"19"	"2002"	"2002"	"Female"	"F"	103
	"Iowa"	"19"	"2002"	"2002"	"Male"	"M"	125
	"Iowa"	"19"	"2003"	"2003"	"Female"	"F"	101
	"Iowa"	"19"	"2003"	"2003"	"Male"	"M"	124
	"Iowa"	"19"	"2004"	"2004"	"Female"	"F"	108
	"Iowa"	"19"	"2004"	"2004"	"Male"	"M"	126
	"Iowa"	"19"	"2005"	"2005"	"Female"	"F"	123
	"Iowa"	"19"	"2005"	"2005"	"Male"	"M"	132
	"Iowa"	"19"	"2006"	"2006"	"Female"	"F"	94
	"Iowa"	"19"	"2006"	"2006"	"Male"	"M"	141
	"Iowa"	"19"	"2007"	"2007"	"Female"	"F"	107
	"Iowa"	"19"	"2007"	"2007"	"Male"	"M"	149
	"Iowa"	"19"	"2008"	"2008"	"Female"	"F"	101
	"Iowa"	"19"	"2008"	"2008"	"Male"	"M"	146
	"Iowa"	"19"	"2009"	"2009"	"Female"	"F"	118
	"Iowa"	"19"	"2009"	"2009"	"Male"	"M"	136
	"Iowa"	"19"	"2010"	"2010"	"Female"	"F"	103
	"Iowa"	"19"	"2010"	"2010"	"Male"	"M"	116
	"Iowa"	"19"	"2011"	"2011"	"Female"	"F"	126
	"Iowa"	"19"	"2011"	"2011"	"Male"	"M"	140
	"Iowa"	"19"	"2012"	"2012"	"Female"	"F"	121
	"Iowa"	"19"	"2012"	"2012"	"Male"	"M"	151
	"Iowa"	"19"	"2013"	"2013"	"Female"	"F"	106
	"Iowa"	"19"	"2013"	"2013"	"Male"	"M"	130
	"Iowa"	"19"	"2014"	"2014"	"Female"	"F"	104
	"Iowa"	"19"	"2014"	"2014"	"Male"	"M"	156
	"Iowa"	"19"	"2015"	"2015"	"Female"	"F"	118
	"Iowa"	"19"	"2015"	"2015"	"Male"	"M"	128
	"Iowa"	"19"	"2016"	"2016"	"Female"	"F"	116
	"Iowa"	"19"	"2016"	"2016"	"Male"	"M"	136
	"Iowa"	"19"	"2017"	"2017"	"Female"	"F"	119
	"Iowa"	"19"	"2017"	"2017"	"Male"	"M"	153
	"Iowa"	"19"	"2018"	"2018"	"Female"	"F"	117
	"Iowa"	"19"	"2018"	"2018"	"Male"	"M"	145
	"Iowa"	"19"	"2019"	"2019"	"Female"	"F"	95
	"Iowa"	"19"	"2019"	"2019"	"Male"	"M"	136
	"Iowa"	"19"	"2020"	"2020"	"Female"	"F"	109
	"Iowa"	"19"	"2020"	"2020"	"Male"	"M"	145
	"Iowa"	"19"	"2021"	"2021"	"Female"	"F"	88
	"Iowa"	"19"	"2021"	"2021"	"Male"	"M"	121
	"Kansas"	"20"	"1999"	"1999"	"Female"	"F"	75
	"Kansas"	"20"	"1999"	"1999"	"Male"	"M"	85
	"Kansas"	"20"	"2000"	"2000"	"Female"	"F"	93
	"Kansas"	"20"	"2000"	"2000"	"Male"	"M"	100
	"Kansas"	"20"	"2001"	"2001"	"Female"	"F"	90
	"Kansas"	"20"	"2001"	"2001"	"Male"	"M"	110
	"Kansas"	"20"	"2002"	"2002"	"Female"	"F"	70
	"Kansas"	"20"	"2002"	"2002"	"Male"	"M"	123
	"Kansas"	"20"	"2003"	"2003"	"Female"	"F"	95
	"Kansas"	"20"	"2003"	"2003"	"Male"	"M"	106
	"Kansas"	"20"	"2004"	"2004"	"Female"	"F"	79
	"Kansas"	"20"	"2004"	"2004"	"Male"	"M"	107
	"Kansas"	"20"	"2005"	"2005"	"Female"	"F"	86
	"Kansas"	"20"	"2005"	"2005"	"Male"	"M"	107
	"Kansas"	"20"	"2006"	"2006"	"Female"	"F"	74
	"Kansas"	"20"	"2006"	"2006"	"Male"	"M"	102
	"Kansas"	"20"	"2007"	"2007"	"Female"	"F"	99
	"Kansas"	"20"	"2007"	"2007"	"Male"	"M"	103
	"Kansas"	"20"	"2008"	"2008"	"Female"	"F"	81
	"Kansas"	"20"	"2008"	"2008"	"Male"	"M"	134
	"Kansas"	"20"	"2009"	"2009"	"Female"	"F"	75
	"Kansas"	"20"	"2009"	"2009"	"Male"	"M"	98
	"Kansas"	"20"	"2010"	"2010"	"Female"	"F"	86
	"Kansas"	"20"	"2010"	"2010"	"Male"	"M"	106
	"Kansas"	"20"	"2011"	"2011"	"Female"	"F"	105
	"Kansas"	"20"	"2011"	"2011"	"Male"	"M"	142
	"Kansas"	"20"	"2012"	"2012"	"Female"	"F"	97
	"Kansas"	"20"	"2012"	"2012"	"Male"	"M"	114
	"Kansas"	"20"	"2013"	"2013"	"Female"	"F"	98
	"Kansas"	"20"	"2013"	"2013"	"Male"	"M"	119
	"Kansas"	"20"	"2014"	"2014"	"Female"	"F"	75
	"Kansas"	"20"	"2014"	"2014"	"Male"	"M"	113
	"Kansas"	"20"	"2015"	"2015"	"Female"	"F"	80
	"Kansas"	"20"	"2015"	"2015"	"Male"	"M"	117
	"Kansas"	"20"	"2016"	"2016"	"Female"	"F"	107
	"Kansas"	"20"	"2016"	"2016"	"Male"	"M"	111
	"Kansas"	"20"	"2017"	"2017"	"Female"	"F"	88
	"Kansas"	"20"	"2017"	"2017"	"Male"	"M"	112
	"Kansas"	"20"	"2018"	"2018"	"Female"	"F"	80
	"Kansas"	"20"	"2018"	"2018"	"Male"	"M"	114
	"Kansas"	"20"	"2019"	"2019"	"Female"	"F"	102
	"Kansas"	"20"	"2019"	"2019"	"Male"	"M"	119
	"Kansas"	"20"	"2020"	"2020"	"Female"	"F"	86
	"Kansas"	"20"	"2020"	"2020"	"Male"	"M"	115
	"Kansas"	"20"	"2021"	"2021"	"Female"	"F"	101
	"Kansas"	"20"	"2021"	"2021"	"Male"	"M"	112
	"Kentucky"	"21"	"1999"	"1999"	"Female"	"F"	129
	"Kentucky"	"21"	"1999"	"1999"	"Male"	"M"	146
	"Kentucky"	"21"	"2000"	"2000"	"Female"	"F"	126
	"Kentucky"	"21"	"2000"	"2000"	"Male"	"M"	160
	"Kentucky"	"21"	"2001"	"2001"	"Female"	"F"	120
	"Kentucky"	"21"	"2001"	"2001"	"Male"	"M"	134
	"Kentucky"	"21"	"2002"	"2002"	"Female"	"F"	138
	"Kentucky"	"21"	"2002"	"2002"	"Male"	"M"	141
	"Kentucky"	"21"	"2003"	"2003"	"Female"	"F"	134
	"Kentucky"	"21"	"2003"	"2003"	"Male"	"M"	162
	"Kentucky"	"21"	"2004"	"2004"	"Female"	"F"	141
	"Kentucky"	"21"	"2004"	"2004"	"Male"	"M"	164
	"Kentucky"	"21"	"2005"	"2005"	"Female"	"F"	121
	"Kentucky"	"21"	"2005"	"2005"	"Male"	"M"	171
	"Kentucky"	"21"	"2006"	"2006"	"Female"	"F"	127
	"Kentucky"	"21"	"2006"	"2006"	"Male"	"M"	174
	"Kentucky"	"21"	"2007"	"2007"	"Female"	"F"	160
	"Kentucky"	"21"	"2007"	"2007"	"Male"	"M"	198
	"Kentucky"	"21"	"2008"	"2008"	"Female"	"F"	149
	"Kentucky"	"21"	"2008"	"2008"	"Male"	"M"	178
	"Kentucky"	"21"	"2009"	"2009"	"Female"	"F"	172
	"Kentucky"	"21"	"2009"	"2009"	"Male"	"M"	201
	"Kentucky"	"21"	"2010"	"2010"	"Female"	"F"	151
	"Kentucky"	"21"	"2010"	"2010"	"Male"	"M"	197
	"Kentucky"	"21"	"2011"	"2011"	"Female"	"F"	162
	"Kentucky"	"21"	"2011"	"2011"	"Male"	"M"	203
	"Kentucky"	"21"	"2012"	"2012"	"Female"	"F"	159
	"Kentucky"	"21"	"2012"	"2012"	"Male"	"M"	196
	"Kentucky"	"21"	"2013"	"2013"	"Female"	"F"	166
	"Kentucky"	"21"	"2013"	"2013"	"Male"	"M"	207
	"Kentucky"	"21"	"2014"	"2014"	"Female"	"F"	159
	"Kentucky"	"21"	"2014"	"2014"	"Male"	"M"	199
	"Kentucky"	"21"	"2015"	"2015"	"Female"	"F"	186
	"Kentucky"	"21"	"2015"	"2015"	"Male"	"M"	200
	"Kentucky"	"21"	"2016"	"2016"	"Female"	"F"	153
	"Kentucky"	"21"	"2016"	"2016"	"Male"	"M"	205
	"Kentucky"	"21"	"2017"	"2017"	"Female"	"F"	165
	"Kentucky"	"21"	"2017"	"2017"	"Male"	"M"	213
	"Kentucky"	"21"	"2018"	"2018"	"Female"	"F"	150
	"Kentucky"	"21"	"2018"	"2018"	"Male"	"M"	213
	"Kentucky"	"21"	"2019"	"2019"	"Female"	"F"	168
	"Kentucky"	"21"	"2019"	"2019"	"Male"	"M"	209
	"Kentucky"	"21"	"2020"	"2020"	"Female"	"F"	163
	"Kentucky"	"21"	"2020"	"2020"	"Male"	"M"	197
	"Kentucky"	"21"	"2021"	"2021"	"Female"	"F"	150
	"Kentucky"	"21"	"2021"	"2021"	"Male"	"M"	181
	"Louisiana"	"22"	"1999"	"1999"	"Female"	"F"	128
	"Louisiana"	"22"	"1999"	"1999"	"Male"	"M"	132
	"Louisiana"	"22"	"2000"	"2000"	"Female"	"F"	122
	"Louisiana"	"22"	"2000"	"2000"	"Male"	"M"	146
	"Louisiana"	"22"	"2001"	"2001"	"Female"	"F"	114
	"Louisiana"	"22"	"2001"	"2001"	"Male"	"M"	141
	"Louisiana"	"22"	"2002"	"2002"	"Female"	"F"	91
	"Louisiana"	"22"	"2002"	"2002"	"Male"	"M"	149
	"Louisiana"	"22"	"2003"	"2003"	"Female"	"F"	123
	"Louisiana"	"22"	"2003"	"2003"	"Male"	"M"	161
	"Louisiana"	"22"	"2004"	"2004"	"Female"	"F"	113
	"Louisiana"	"22"	"2004"	"2004"	"Male"	"M"	148
	"Louisiana"	"22"	"2005"	"2005"	"Female"	"F"	106
	"Louisiana"	"22"	"2005"	"2005"	"Male"	"M"	149
	"Louisiana"	"22"	"2006"	"2006"	"Female"	"F"	129
	"Louisiana"	"22"	"2006"	"2006"	"Male"	"M"	145
	"Louisiana"	"22"	"2007"	"2007"	"Female"	"F"	112
	"Louisiana"	"22"	"2007"	"2007"	"Male"	"M"	150
	"Louisiana"	"22"	"2008"	"2008"	"Female"	"F"	123
	"Louisiana"	"22"	"2008"	"2008"	"Male"	"M"	146
	"Louisiana"	"22"	"2009"	"2009"	"Female"	"F"	130
	"Louisiana"	"22"	"2009"	"2009"	"Male"	"M"	141
	"Louisiana"	"22"	"2010"	"2010"	"Female"	"F"	128
	"Louisiana"	"22"	"2010"	"2010"	"Male"	"M"	144
	"Louisiana"	"22"	"2011"	"2011"	"Female"	"F"	117
	"Louisiana"	"22"	"2011"	"2011"	"Male"	"M"	144
	"Louisiana"	"22"	"2012"	"2012"	"Female"	"F"	143
	"Louisiana"	"22"	"2012"	"2012"	"Male"	"M"	184
	"Louisiana"	"22"	"2013"	"2013"	"Female"	"F"	137
	"Louisiana"	"22"	"2013"	"2013"	"Male"	"M"	162
	"Louisiana"	"22"	"2014"	"2014"	"Female"	"F"	120
	"Louisiana"	"22"	"2014"	"2014"	"Male"	"M"	161
	"Louisiana"	"22"	"2015"	"2015"	"Female"	"F"	132
	"Louisiana"	"22"	"2015"	"2015"	"Male"	"M"	174
	"Louisiana"	"22"	"2016"	"2016"	"Female"	"F"	135
	"Louisiana"	"22"	"2016"	"2016"	"Male"	"M"	162
	"Louisiana"	"22"	"2017"	"2017"	"Female"	"F"	135
	"Louisiana"	"22"	"2017"	"2017"	"Male"	"M"	182
	"Louisiana"	"22"	"2018"	"2018"	"Female"	"F"	118
	"Louisiana"	"22"	"2018"	"2018"	"Male"	"M"	176
